批次代码,批次名称,院校代号,院校国标代码,院校名称,院校省份,办学性质,专业代号,专业国标代码,专业名称,专业属性,计划数,首选科目代码,首选科目,再选科目代码,再选科目,学制,学费,专业备注,计划ID
3,普通类本科批,0285,10285,苏州大学,江苏,公办,24,080601,电气工程及其自动化,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_24
3,普通类本科批,0285,10285,苏州大学,江苏,公办,25,080201,机械工程,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_25
3,普通类本科批,0285,10285,苏州大学,江苏,公办,26,080213,智能制造工程,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_26
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2C,081603,非织造材料与工程,(高校专项计划),2,04,物理,A,化学,四年,6380,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0285_5_2C
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2E,080604,电气工程与智能控制,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_2E
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2G,081811,智慧交通,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_2G
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2J,080204,机械电子工程,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_2J
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2M,071003,生物信息学,,2,04,物理,A,化学,四年,5500,,1_3_0285_5_2M
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2S,083002,生物制药,,2,04,物理,A,化学,四年,6380,(不招色弱、色盲、单色识别不全者),1_3_0285_5_2S
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2X,100201,临床医学(5+3一体化),,2,04,物理,A,化学,五年,7480,(不招色弱、色盲、单色识别不全者),1_3_0285_5_2X
3,普通类本科批,0285,10285,苏州大学,江苏,公办,2Z,100201,临床医学,,2,04,物理,A,化学,五年,7480,(不招色弱、色盲、单色识别不全者),1_3_0285_5_2Z
3,普通类本科批,0286,10286,东南大学,江苏,公办,02,00600,工科试验班(智能制造与智能系统)(机器人工程、自动化、智能感知工程、智能车辆工程、测控技术与仪器、机械工程、医疗器械与装备工程),,10,04,物理,A,化学,四年,6380,,1_3_0286_5_02
3,普通类本科批,0286,10286,东南大学,江苏,公办,03,00600,工科试验班(智慧能源与电气工程)(电气工程及其自动化、电动载运工程、新能源科学与工程、能源与动力工程),,7,04,物理,A,化学,四年,6380,,1_3_0286_5_03
3,普通类本科批,0286,10286,东南大学,江苏,公办,05,00600,工科试验班(智慧建造与智能交通)(智慧交通、智能建造、交通工程、交通运输、土木工程、给排水科学与工程、工程管理、城市地下空间工程、道路桥梁与渡河工程),(高校专项计划),1,04,物理,A,化学,四年,6380,"(高考总成绩达到特殊类型录取控制分数线上60分)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0286_5_05
3,普通类本科批,0286,10286,东南大学,江苏,公办,06,0807,电子信息类(信息工程、电子科学与技术、海洋信息工程),,10,04,物理,A,化学,四年,6380,,1_3_0286_5_06
3,普通类本科批,0286,10286,东南大学,江苏,公办,08,080710,集成电路设计与集成系统,,6,04,物理,A,化学,四年,6380,,1_3_0286_5_08
3,普通类本科批,0286,10286,东南大学,江苏,公办,09,0809,计算机类(计算机科学与技术、人工智能、软件工程、网络空间安全),,8,04,物理,A,化学,四年,6380,,1_3_0286_5_09
3,普通类本科批,0286,10286,东南大学,江苏,公办,11,082601,生物医学工程(学制七年本硕连读),,6,04,物理,A,化学,四年,6380,,1_3_0286_5_11
3,普通类本科批,0286,10286,东南大学,江苏,公办,15,00600,工科试验班(吴健雄班)[信息工程(等四年制理工科专业)],,10,04,物理,A,化学,四年,6380,,1_3_0286_5_15
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,0A,0820,航空航天类(长空创新班)(飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程、航空航天工程),,2,04,物理,A,化学,四年,6380,,1_3_0287_5_0A
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,0G,080501,能源与动力工程(拔尖创新班),,2,04,物理,A,化学,四年,6380,,1_3_0287_5_0G
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,0H,080803,机器人工程(拔尖创新班),,2,04,物理,A,化学,四年,5800,,1_3_0287_5_0H
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,0Q,082002,飞行器设计与工程(航空工业集团定制班),,2,04,物理,A,化学,四年,6380,,1_3_0287_5_0Q
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,0R,080201,机械工程(航空工业集团定制班),,2,04,物理,A,化学,四年,6380,,1_3_0287_5_0R
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,0W,080714,电子信息科学与技术(航天科工集团定制班),,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_0W
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1A,0820,航空航天类(飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程、航空航天工程),,38,04,物理,A,化学,四年,6380,,1_3_0287_5_1A
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1B,080102,工程力学(钱伟长班),,2,04,物理,A,化学,四年,6380,,1_3_0287_5_1B
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1C,082010,智能飞行器技术,,2,04,物理,A,化学,四年,6380,,1_3_0287_5_1C
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1G,080801,自动化,,3,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_1G
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1H,080601,电气工程及其自动化,,4,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_1H
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1L,082103,探测制导与控制技术,,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_1L
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1P,0807,电子信息类(电子信息科学与技术、信息工程),,10,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_1P
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1Q,080201,机械工程,,2,04,物理,A,化学,四年,6380,,1_3_0287_5_1Q
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1S,080803,机器人工程,,5,04,物理,A,化学,四年,5800,,1_3_0287_5_1S
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,1Z,082007,飞行器适航技术,,2,04,物理,A,化学,四年,5800,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_1Z
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,22,070102,"信息与计算科学(信息与计算科学
+人工智能双学士学位培养项目)",,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_22
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2A,080705,光电信息科学与工程,,2,04,物理,A,化学,四年,5800,,1_3_0287_5_2A
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2B,082008,飞行器控制与信息工程,,3,04,物理,A,化学,四年,6380,,1_3_0287_5_2B
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2C,080901,计算机科学与技术,,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2C
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2D,080902,软件工程,,4,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2D
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2E,080905,物联网工程,,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2E
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2F,080904,信息安全,,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2F
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2H,082009,无人驾驶航空器系统工程,,4,04,物理,A,化学,四年,6380,(入学后在天目湖校区就读),1_3_0287_5_2H
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2L,140003,低空技术与工程,,2,04,物理,A,化学,四年,6380,(入学后在天目湖校区就读),1_3_0287_5_2L
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2P,080704,微电子科学与工程(集成电路设计),,4,04,物理,A,化学,四年,5800,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2P
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2Q,080717,人工智能,,3,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2Q
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2R,140012,具身智能,,2,04,物理,A,化学,四年,6380,"(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_2R
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2U,120701H,工业工程(中外合作办学),,3,04,物理,A,化学,四年,65000,,1_3_0287_5_2U
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2V,082008H,飞行器控制与信息工程(中外合作办学),,2,04,物理,A,化学,四年,待定,"(第一阶段学习地点在将军路校区,第二阶段学习地点根据培养计划具体安排)",1_3_0287_5_2V
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,2W,070202H,应用物理学(中外合作办学),,3,04,物理,A,化学,四年,待定,"(第一阶段学习地点在天目湖校区,第二阶段学习地点根据培养计划具体安排)",1_3_0287_5_2W
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,54,080207,车辆工程(智能无人系统),(高校专项计划),1,04,物理,A,化学,四年,6380,"[高考投档成绩(含政策性加分)需达到特殊类型招生控制分数线之上50分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0287_5_54
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,5K,070302,应用化学(能源方向),(高校专项计划),1,04,物理,A,化学,四年,5500,"[因专业培养需要,色盲、色弱不建议报考；一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读,高考投档成绩(含政策性加分)需达到特殊类型招生控制分数线之上50分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0287_5_5K
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,8D,080207,车辆工程(智能无人系统)(民族班),(民族班),1,04,物理,A,化学,四年,6380,(只招少数民族考生),1_3_0287_5_8D
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,8R,082007,飞行器适航技术(民族班),(民族班),1,04,物理,A,化学,四年,5800,"(只招少数民族考生)(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_8R
3,普通类本科批,0287,10287,南京航空航天大学,江苏,公办,96,070202,应用物理学(应用物理学+电子信息科学与技术双学士学位培养项目)(民族班),(民族班),1,04,物理,A,化学,四年,6380,"(只招少数民族考生)(一、二年级在常州市天目湖校区就读,三、四年级在南京市将军路校区就读)",1_3_0287_5_96
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,11,0807,电子信息类(鼎新创新人才班)(通信工程、电子信息工程、电子科学与技术、光电信息科学与工程),,1,04,物理,A,化学,四年,6380,(大学四年在南京校区学习),1_3_0288_5_11
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,13,0809,计算机类(大成创新人才班)(计算机科学与技术、软件工程),,2,04,物理,A,化学,四年,6380,(大学四年在南京校区学习),1_3_0288_5_13
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,14,0807,电子信息类(大成创新人才班)(电子信息工程、电子科学与技术、光电信息科学与工程、通信工程),,2,04,物理,A,化学,四年,6380,(大学四年在南京校区学习),1_3_0288_5_14
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,16,0820,航空航天类(大成创新人才班)(飞行器设计与工程、低空技术与工程),,1,04,物理,A,化学,四年,5800,(大学四年在南京校区学习),1_3_0288_5_16
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,17,0821,兵器类(智能无人系统方向)(武器系统与工程、弹药工程与爆炸技术),,8,04,物理,A,化学,四年,6380,"(第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",1_3_0288_5_17
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,18,0820,航空航天类(飞行器设计与工程、低空技术与工程),,8,04,物理,A,化学,四年,5800,"(第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",1_3_0288_5_18
3,普通类本科批,0288,10288,南京理工大学,江苏,公办,19,0809,计算机类(计算机科学与技术、软件工程),,22,04,物理,A,化学,四年,6380,"(第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",1_3_0288_5_19
