批次代码,批次名称,院校代号,院校国标代码,院校名称,院校省份,办学性质,专业代号,专业国标代码,专业名称,专业属性,计划数,首选科目代码,首选科目,再选科目代码,再选科目,学制,学费,专业备注,计划ID
3,普通类本科批,0246,10246,复旦大学,上海,公办,69,00600,工科试验班(未来信息创新学院)(电子信息科学与技术、通信工程、光电信息科学与工程),,8,04,物理,A,化学,四年,7000,[含未来信息产教融合班。含光电信息科学与工程-信息与计算科学(人工智能方向)、电子信息科学与技术-信息与计算科学(人工智能方向)双学士学位],1_3_0246_5_69
3,普通类本科批,0246,10246,复旦大学,上海,公办,71,00600,工科试验班(智能材料与未来能源领军人才班)(电子科学与技术、材料科学与工程、新能源科学与工程),,3,04,物理,A,化学,四年,7700,,1_3_0246_5_71
3,普通类本科批,0246,10246,复旦大学,上海,公办,91,00600,工科试验班(未来生物智造)(生物技术),(高校专项计划),1,04,物理,A,化学,四年,7700,"(特殊类型录取控制线上70分录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0246_5_91
3,普通类本科批,0247,10247,同济大学,上海,公办,01,00600,工科试验班(国豪精英班),,10,04,物理,A,化学,四年,7000,"(工科拔尖人才培养计划,含未来技术班、20的四次方无限跃升计划。所有工科专业任选。专业确认后按专业标准收费)",1_3_0247_5_01
3,普通类本科批,0247,10247,同济大学,上海,公办,02,00600,工科试验班(卓越计划班),,17,04,物理,A,化学,四年,7000,"[含机器人、工程互联网、智能网联交通(智能网联车辆、低空技术与工程)、智慧空间四个领域,领域内专业任选]",1_3_0247_5_02
3,普通类本科批,0247,10247,同济大学,上海,公办,06,00600,工科试验班(机器人与智能化制造类)(新能源材料与器件、机械设计制造及其自动化、智能制造工程、飞行器制造工程、工业设计、未来机器人),,10,04,物理,A,化学,四年,7000,"[该类内分流时若进入机械工程与机器人学院,院内专业任选(未来机器人、机械设计制造及其自动化、智能制造工程)。分流专业中工业设计每年收费标准为7700元]",1_3_0247_5_06
3,普通类本科批,0247,10247,同济大学,上海,公办,07,00600,工科试验班(计算机与电子类)(计算机科学与技术、信息安全、数据科学与大数据技术、电气工程及其自动化、自动化、通信工程、人工智能、微电子科学与工程、软件工程),,22,04,物理,A,化学,四年,7000,(该类内分流时学院内专业任选。分流专业中软件工程专业三、四年级每年收费标准16000元。单色不能识别者不录取),1_3_0247_5_07
3,普通类本科批,0247,10247,同济大学,上海,公办,13,100201,临床医学(5+3一体化),,4,04,物理,A,化学,五年,7400,"(本硕衔接培养,合格毕业生获执业医师资格证、住院医师规范化培训合格证书、硕士研究生毕业证和学位证。该专业不招色盲、色弱考生)",1_3_0247_5_13
3,普通类本科批,0247,10247,同济大学,上海,公办,32,080717,人工智能(拔尖班),,4,04,物理,A,化学,四年,7000,(对接人工智能专项。单色不能识别者不录取),1_3_0247_5_32
3,普通类本科批,0247,10247,同济大学,上海,公办,36,0802H,机械类(中外合作办学)[机械电子工程(中外合作办学)、建筑电气与智能化(中外合作办学)、车辆工程(中外合作办学)],,8,04,物理,A,化学,四年,21000,"[该专业是中华人民共和国教育部与德意志联邦共和国教科部共同倡议和直接经费支持设立的中外合作办学项目。采用3(同济)+1(德国/瑞士)进阶式国际化人才培养模式,成绩合格者获得同济大学毕业证、工学学士学位证以及外方合作院校学士学位证书]",1_3_0247_5_36
3,普通类本科批,0247,10247,同济大学,上海,公办,43,00700,理科试验班(数理化拔尖基地)[数学与应用数学(基础学科拔尖基地)、应用物理学(基础学科拔尖基地)、应用化学(基础学科拔尖基地)],,5,04,物理,A,化学,四年,7000,(该类录取学生可在数学拔尖学生培养基地、物理学拔尖学生培养基地、化学拔尖学生培养基地中任选),1_3_0247_5_43
3,普通类本科批,0247,10247,同济大学,上海,公办,50,00600,工科试验班(土木学院)(土木工程、智能建造),(高校专项计划),2,04,物理,A,化学,四年,7700,"[考生投档成绩应达到特殊类型招生控制分数线线上90分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0247_5_50
3,普通类本科批,0247,10247,同济大学,上海,公办,57,00600,工科试验班(交通学院)(交通工程、交通运输、车辆工程),(高校专项计划),2,04,物理,A,化学,四年,7000,"[考生投档成绩应达到特殊类型招生控制分数线线上90分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0247_5_57
3,普通类本科批,0247,10247,同济大学,上海,公办,67,00800,医学试验班(临床)[临床医学(领军人才培养)、临床医学],,3,04,物理,A,化学,五年,7400,(该专业不招色盲、色弱考生),1_3_0247_5_67
3,普通类本科批,0247,10247,同济大学,上海,公办,68,100301,口腔医学,,3,04,物理,A,化学,五年,7400,(该专业不招色盲、色弱考生),1_3_0247_5_68
3,普通类本科批,0247,10247,同济大学,上海,公办,70,00600,工科试验班(建筑城规学院)(建筑学、历史建筑保护工程、城乡规划、风景园林、城市设计),(高校专项计划),2,04,物理,A,化学,四年,7700,"[考生投档成绩应达到特殊类型招生控制分数线线上90分(含)。该专业不招色盲、色弱考生](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0247_5_70
3,普通类本科批,0247,10247,同济大学,上海,公办,89,080202,机械设计制造及其自动化,(高校专项计划),2,04,物理,A,化学,四年,7000,"[考生投档成绩应达到特殊类型招生控制分数线线上90分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0247_5_89
3,普通类本科批,0248,10248,上海交通大学,上海,公办,01,080717,人工智能(拔尖英才试点班),,2,04,物理,A,化学,四年,7700,,1_3_0248_5_01
3,普通类本科批,0248,10248,上海交通大学,上海,公办,02,140012,具身智能(拔尖英才试点班),,1,04,物理,A,化学,四年,7700,,1_3_0248_5_02
3,普通类本科批,0248,10248,上海交通大学,上海,公办,04,0807,"电子信息类(IEEE试点班,含双学士学位项目)(计算机科学与技术、信息工程、信息安全、自动化)",,2,04,物理,A,化学,四年,7000,[含电子信息类(IEEE试点班)-数学与应用数学双学士学位项目],1_3_0248_5_04
3,普通类本科批,0248,10248,上海交通大学,上海,公办,07,0807,电子信息类(计算机永强试验班)(计算机科学与技术、软件工程、信息安全),,1,04,物理,A,化学,四年,7000,,1_3_0248_5_07
3,普通类本科批,0248,10248,上海交通大学,上海,公办,09,080803,机器人工程(自主智能领军班),,2,04,物理,A,化学,四年,7700,,1_3_0248_5_09
3,普通类本科批,0248,10248,上海交通大学,上海,公办,11,082201,核工程与核技术(高校专项计划),(高校专项计划),2,04,物理,A,化学,四年,7000,"[高考投档成绩须达到特殊类型招生控制线上70分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0248_5_11
3,普通类本科批,0248,10248,上海交通大学,上海,公办,12,0802,"机械类(钱学森工程科学试点班,含双学士学位项目)(机械工程、能源与动力工程)",,2,04,物理,A,化学,四年,7000,(含机械动力类-数学与应用数学双学士学位项目、能源与动力工程-化学双学士学位项目),1_3_0248_5_12
3,普通类本科批,0248,10248,上海交通大学,上海,公办,40,0807H,"电子信息类(中外合作办学)(浦江国际学院,依托张江国际理工学院)[机械工程(中外合作办学)、电子与计算机工程(中外合作办学)、计算机科学与技术(中外合作办学)、数据科学与大数据技术(中外合作办学)]",,5,04,物理,A,化学,四年,98000,(含电子与计算机工程-工商管理双学士学位项目),1_3_0248_5_40
3,普通类本科批,0248,10248,上海交通大学,上海,公办,GA,0060,工科试验班类(信息类)[计算机科学与技术(计算机学院)、信息安全(计算机学院)、软件工程(计算机学院)、微电子科学与工程(集成电路学院)、信息工程(集成电路学院)、电子科学与技术(集成电路学院)、自动化(自动化与感知学院)、智能感知工程(自动化与感知学院)、电气工程及其自动化(电气工程学院)],,24,04,物理,A,化学,四年,7000,(8月可自愿申请参加浦江国际学院、巴黎卓越工程师学院、健康科学与技术等专业提前分流选拔),1_3_0248_5_GA
3,普通类本科批,0248,10248,上海交通大学,上海,公办,GE,0060,"工科试验班类(海洋工程类)(船建学院,高校专项计划)",(高校专项计划),2,04,物理,A,化学,四年,7700,"[高考投档成绩须达到特殊类型招生控制线上70分(含)。含船舶与海洋工程-数学与应用数学双学士学位项目](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0248_5_GE
3,普通类本科批,0251,10251,华东理工大学,上海,公办,01,00600,工科试验班(智能与机器人)(人工智能、机器人工程),,4,04,物理,A,化学,四年,7000,(不招色盲者),1_3_0251_5_01
3,普通类本科批,0251,10251,华东理工大学,上海,公办,02,0807,电子信息类(自动化、电气工程及其自动化、信息工程),,7,04,物理,A,化学,四年,7000,(不招色盲者),1_3_0251_5_02
3,普通类本科批,0251,10251,华东理工大学,上海,公办,03,0809,计算机类(计算机科学与技术、软件工程),,4,04,物理,A,化学,四年,7000,(不招不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者),1_3_0251_5_03
3,普通类本科批,0251,10251,华东理工大学,上海,公办,05,0802,机械类(机械智能化实验班)(智能制造工程、过程装备与控制工程、机械设计制造及其自动化),,10,04,物理,A,化学,四年,7000,(不招色盲者),1_3_0251_5_05
3,普通类本科批,0251,10251,华东理工大学,上海,公办,06,0701,数学类(数学与应用数学、信息与计算科学),,5,04,物理,A,化学,四年,7000,,1_3_0251_5_06
3,普通类本科批,0251,10251,华东理工大学,上海,公办,07,0702,物理学类(应用物理学、光电信息科学与工程),,6,04,物理,A,化学,四年,7000,(不招色盲者),1_3_0251_5_07
3,普通类本科批,0251,10251,华东理工大学,上海,公办,11,00600,工科试验班(智慧化工)(化学工程与工艺、油气储运工程、资源循环科学与工程、轻化工程),,9,04,物理,A,化学,四年,7000,"(大类分流前学费标准为7000元/学年,分流后按具体专业学费标准收费。不招色弱、色盲、嗅觉迟钝者)",1_3_0251_5_11
3,普通类本科批,0251,10251,华东理工大学,上海,公办,12,00600,工科试验班(能源与环境)(能源与动力工程、储能科学与工程、环境工程),,7,04,物理,A,化学,四年,7000,(不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_12
3,普通类本科批,0251,10251,华东理工大学,上海,公办,13,070301,化学(教育部拔尖基地班),,2,04,物理,A,化学,四年,7700,(不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_13
3,普通类本科批,0251,10251,华东理工大学,上海,公办,14,0703,化学类(新工科化学实验班)[应用化学、精细化工(光电信息材料方向)],,4,04,物理,A,化学,四年,7700,(不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_14
3,普通类本科批,0251,10251,华东理工大学,上海,公办,16,0830,生物工程类(生物工程、生物科学、生物技术、食品科学与工程、食品质量与安全),,5,04,物理,A,化学,四年,7000,(不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_16
3,普通类本科批,0251,10251,华东理工大学,上海,公办,19,0804,材料类(新材料实验班)(电子信息材料、高分子材料与工程、无机非金属材料工程、复合材料与工程、新能源材料与器件),,4,04,物理,A,化学,四年,7700,(不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_19
3,普通类本科批,0251,10251,华东理工大学,上海,公办,23,080501,能源与动力工程,,3,04,物理,A,化学,四年,7000,(能源与动力工程和经济学双学士学位项目。不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_23
3,普通类本科批,0251,10251,华东理工大学,上海,公办,42,080206,过程装备与控制工程,(高校专项计划),2,04,物理,A,化学,四年,7000,"(不招色盲者)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0251_5_42
3,普通类本科批,0251,10251,华东理工大学,上海,公办,50,081301,化学工程与工艺,(高校专项计划),1,04,物理,A,化学,四年,7700,"(第一学年学费7000元。不招色弱、色盲、嗅觉迟钝者)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0251_5_50
3,普通类本科批,0251,10251,华东理工大学,上海,公办,67,080407,高分子材料与工程(民族班),(民族班),1,04,物理,A,化学,四年,7700,(只招少数民族考生)(不招色弱、色盲、嗅觉迟钝者),1_3_0251_5_67
3,普通类本科批,0255,10255,东华大学,上海,公办,12,1201,管理科学与工程类(信息管理与信息系统、电子商务、供应链管理),,1,04,物理,A,化学,四年,6500,其中信息管理与信息系统、电子商务专业授予工学学士学位,1_3_0255_5_12
3,普通类本科批,0255,10255,东华大学,上海,公办,22,0809,计算机类(软件工程、计算机科学与技术),,8,04,物理,A,化学,四年,7000,,1_3_0255_5_22
3,普通类本科批,0255,10255,东华大学,上海,公办,23,080717,人工智能,,6,04,物理,A,化学,四年,7000,,1_3_0255_5_23
3,普通类本科批,0255,10255,东华大学,上海,公办,24,0807,电子信息类(电气工程及其自动化、自动化、通信工程),,14,04,物理,A,化学,四年,7000,,1_3_0255_5_24
3,普通类本科批,0255,10255,东华大学,上海,公办,25,0702,物理学类(集成电路与新能源)[应用物理学(集成电路与新能源)、光电信息科学与工程],,5,04,物理,A,化学,四年,7000,,1_3_0255_5_25
3,普通类本科批,0255,10255,东华大学,上海,公办,26,080710,集成电路设计与集成系统,,2,04,物理,A,化学,四年,7000,,1_3_0255_5_26
3,普通类本科批,0255,10255,东华大学,上海,公办,27,0701,数学类(智能科学方向)[数学与应用数学、统计学(金融统计与风险管理)],,5,04,物理,A,化学,四年,7000,,1_3_0255_5_27
3,普通类本科批,0255,10255,东华大学,上海,公办,28,080213,智能制造工程,,4,04,物理,A,化学,四年,7000,,1_3_0255_5_28
3,普通类本科批,0255,10255,东华大学,上海,公办,29,080205,工业设计,,2,04,物理,A,化学,四年,7000,,1_3_0255_5_29
3,普通类本科批,0255,10255,东华大学,上海,公办,30,080201,机械工程,,10,04,物理,A,化学,四年,7000,含机械设计及理论、机械制造及其自动化、机械电子工程方向,1_3_0255_5_30
3,普通类本科批,0255,10255,东华大学,上海,公办,31,082502,环境工程(环管融合双学位),,2,04,物理,A,化学,四年,7000,"不招色盲色弱考生,环境工程与工商管理双学位",1_3_0255_5_31
3,普通类本科批,0255,10255,东华大学,上海,公办,33,0825,环境科学与工程类(新能源与储能技术方向)(建筑环境与能源应用工程、能源与环境系统工程),(高校专项计划),2,04,物理,A,化学,四年,7000,"[高考成绩(含政策加分)须达到所在省份特殊类型招生控制线上30分(含)](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0255_5_33
3,普通类本科批,0255,10255,东华大学,上海,公办,36,083001,生物工程(生物医药方向),,2,04,物理,A,化学,四年,7000,(不招色弱、色盲考生)含合成生物学、衰老与重大疾病诊疗方向,1_3_0255_5_36
3,普通类本科批,0255,10255,东华大学,上海,公办,37,082601,生物医学工程,,3,04,物理,A,化学,四年,7000,"(不招色弱、色盲考生,设置生物材料医疗器械与微纳诊疗、柔性电子与智能可穿戴医疗2个主要学科方向)",1_3_0255_5_37
3,普通类本科批,0255,10255,东华大学,上海,公办,38,0703,化学类[轻化工程(卓越班)、应用化学],,3,04,物理,A,化学,四年,7000,"(不招色弱、色盲考生,轻化工程含颜色科学与功能实现、绿色染整与生态检测方向；应用化学含精细有机化学品、功能高分子材料、绿色化学工艺及过程方向)",1_3_0255_5_38
3,普通类本科批,0255,10255,东华大学,上海,公办,39,080412,功能材料,,4,04,物理,A,化学,四年,7700,(含医疗与健康材料、复合材料与人工智能、新能源与光电材料、半导体与智能材料方向。“双一流”学科),1_3_0255_5_39
3,普通类本科批,0255,10255,东华大学,上海,公办,40,081601,纺织工程(双学位),,4,04,物理,A,化学,四年,7700,"(纺织工程与产品设计艺工融合双学位项目,“双一流”学科)",1_3_0255_5_40
3,普通类本科批,0255,10255,东华大学,上海,公办,41,0816,纺织类(智能纺织与设计)[纺织工程(含智能纺织与设计、纺织材料方向)、非织造材料与工程],(高校专项计划),2,04,物理,A,化学,四年,7700,"[高考成绩(含政策加分)须达到所在省份特殊类型招生控制线上30分(含),“双一流”学科](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0255_5_41
3,普通类本科批,0255,10255,东华大学,上海,公办,42,0804,材料类[高分子材料与工程、无机非金属材料工程、复合材料与工程(卓越班)],,5,04,物理,A,化学,四年,7700,(“双一流”学科),1_3_0255_5_42
3,普通类本科批,0255,10255,东华大学,上海,公办,43,00700,理科试验班(钱宝钧精英班)[人工智能、软件工程、计算机科学与技术、电气工程及其自动化、自动化、通信工程、能源与环境系统工程、机械工程、信息管理与信息系统、集成电路设计与集成系统、数学与应用数学、统计学(金融统计与风险管理)、应用物理学(集成电路与新能源)、光电信息科学与工程等专业],,7,04,物理,A,化学,四年,7000,"(大一结束后面向全校理工科专业优先进行分流,具体分流方式根据《学生手册》执行。含“钱宝钧英才计划”)",1_3_0255_5_43
3,普通类本科批,0255,10255,东华大学,上海,公办,AB,0804,材料类[高分子材料与工程、无机非金属材料工程、复合材料与工程(卓越班)],(高校专项计划),2,04,物理,A,化学,四年,7700,"[高考成绩(含政策加分)须达到所在省份特殊类型招生控制线上30分(含),“双一流”学科](教育部高校专项计划,只投档符合报考条件的考生)",1_3_0255_5_AB
3,普通类本科批,0269,10269,华东师范大学,上海,公办,54,071101,心理学(双学位),,2,04,物理,A,化学,四年,7000,(与计算机科学与技术进行双学士学位培养),1_3_0269_5_54
3,普通类本科批,0269,10269,华东师范大学,上海,公办,55,070101,数学与应用数学,,4,04,物理,A,化学,四年,7000,,1_3_0269_5_55
3,普通类本科批,0269,10269,华东师范大学,上海,公办,56,0712,统计学类(统计学、数据科学),,4,04,物理,A,化学,四年,7700,,1_3_0269_5_56
3,普通类本科批,0269,10269,华东师范大学,上海,公办,57,071201,统计学(双学位),,2,04,物理,A,化学,四年,7700,(与计算机科学与技术进行双学士学位培养),1_3_0269_5_57
3,普通类本科批,0269,10269,华东师范大学,上海,公办,58,070201,物理学,,3,04,物理,A,化学,四年,7000,,1_3_0269_5_58
3,普通类本科批,0269,10269,华东师范大学,上海,公办,59,080714,电子信息科学与技术,,2,04,物理,A,化学,四年,7000,,1_3_0269_5_59
3,普通类本科批,0269,10269,华东师范大学,上海,公办,60,080703,通信工程,,4,04,物理,A,化学,四年,7000,,1_3_0269_5_60
3,普通类本科批,0269,10269,华东师范大学,上海,公办,62,080704,微电子科学与工程,,4,04,物理,A,化学,四年,7000,,1_3_0269_5_62
3,普通类本科批,0269,10269,华东师范大学,上海,公办,63,080901,计算机科学与技术,,8,04,物理,A,化学,四年,7000,,1_3_0269_5_63
3,普通类本科批,0269,10269,华东师范大学,上海,公办,64,080902,软件工程,,8,04,物理,A,化学,四年,7000,(第三、四年学费16000元/年。大三下学期至大四学年到临港我校滴水湖国际软件学院就读),1_3_0269_5_64
3,普通类本科批,0269,10269,华东师范大学,上海,公办,65,080910,数据科学与大数据技术,,5,04,物理,A,化学,四年,7000,,1_3_0269_5_65
3,普通类本科批,0269,10269,华东师范大学,上海,公办,69,070301,化学,(高校专项计划),2,04,物理,A,化学,四年,7000,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0269_5_69
3,普通类本科批,0269,10269,华东师范大学,上海,公办,70,0710,生物科学类(生物科学、生物技术),(高校专项计划),2,04,物理,A,化学,四年,7000,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0269_5_70
3,普通类本科批,0269,10269,华东师范大学,上海,公办,81,100701,药学,(高校专项计划),1,04,物理,A,化学,四年,7400,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0269_5_81
3,普通类本科批,0271,10271,上海外国语大学,上海,公办,06,050204,法语,,1,04,物理,K,无限制,四年,7150,(限招英语考生)(须外语口试合格),1_3_0271_5_06
3,普通类本科批,0271,10271,上海外国语大学,上海,公办,07,050205,西班牙语,,1,04,物理,K,无限制,四年,7150,(限招英语考生)(须外语口试合格),1_3_0271_5_07
3,普通类本科批,0271,10271,上海外国语大学,上海,公办,28,050204,法语,,1,04,物理,K,无限制,四年,7960,(国际政治双学位)(限招英语考生)(须外语口试合格),1_3_0271_5_28
3,普通类本科批,0271,10271,上海外国语大学,上海,公办,AA,080910,数据科学与大数据技术(自然语言处理与金融大数据),,3,04,物理,A,化学,四年,7000,,1_3_0271_5_AA
3,普通类本科批,0271,10271,上海外国语大学,上海,公办,BB,1201,管理科学与工程类(卓越管理人才计划)[信息管理与信息系统(数据智能与商务分析)、大数据管理与应用(数智金融与量化投资)],,2,04,物理,K,无限制,四年,6500,,1_3_0271_5_BB
3,普通类本科批,0272,10272,上海财经大学,上海,公办,01,120203,会计学,,1,04,物理,K,无限制,四年,6500,,1_3_0272_5_01
3,普通类本科批,0272,10272,上海财经大学,上海,公办,04,120207,审计学,,1,04,物理,K,无限制,四年,6500,,1_3_0272_5_04
3,普通类本科批,0272,10272,上海财经大学,上海,公办,05,020301,金融学(金融学、数字与智能金融),,4,04,物理,K,无限制,四年,7150,(专业自由分流),1_3_0272_5_05
3,普通类本科批,0272,10272,上海财经大学,上海,公办,06,020301,金融学,,1,04,物理,K,无限制,四年,7150,(金融学+统计学双学士学位),1_3_0272_5_06
3,普通类本科批,0272,10272,上海财经大学,上海,公办,08,1202,工商管理类[工商管理(战略与创新创业)、工商管理(双学士学位)、工商管理(商务分析实验班)、市场营销、人力资源管理],,3,04,物理,K,无限制,四年,6500,"(入校后选拔进入工商管理+统计学双学位项目和商务分析实验班,其他专业任选)",1_3_0272_5_08
3,普通类本科批,0272,10272,上海财经大学,上海,公办,0A,020101,经济学(经济学、数量经济、双学士学位),,6,04,物理,K,无限制,四年,6500,"[含经济学、经济学(数量经济)、经济学+信息与计算科学双学士学位,专业自由分流]",1_3_0272_5_0A
3,普通类本科批,0272,10272,上海财经大学,上海,公办,0G,0712,统计学类[统计学(基地班)、经济统计学(金融统计与风险管理)、数据科学],,1,04,物理,A,化学,四年,7000,"[统计学(基地班)全校选拔,其他专业任选]",1_3_0272_5_0G
3,普通类本科批,0272,10272,上海财经大学,上海,公办,0J,080717,人工智能,,1,04,物理,A,化学,四年,7000,,1_3_0272_5_0J
3,普通类本科批,0272,10272,上海财经大学,上海,公办,0L,080910,数据科学与大数据技术,,4,04,物理,A,化学,四年,7000,,1_3_0272_5_0L
3,普通类本科批,0272,10272,上海财经大学,上海,公办,0M,0701,数学类[信息与计算科学、数学与应用数学、数学与应用数学(双学士学位)],,2,04,物理,A,化学,四年,7000,"(数学与应用数学+经济学双学士学位入校后即考核选拔,其他专业任选)",1_3_0272_5_0M
3,普通类本科批,0272,10272,上海财经大学,上海,公办,AB,080910,数据科学与大数据技术,(高校专项计划),1,04,物理,A,化学,四年,7000,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0272_5_AB
3,普通类本科批,0280,10280,上海大学,上海,公办,50,0070,理科试验班类(数学与应用数学、信息与计算科学、应用物理学、理论与应用力学),,3,04,物理,A,化学,四年,7000,"(该类聚焦数理基础及力学领域。按类招生,原则上第一学年内进行专业分流。不招色盲考生)",1_3_0280_5_50
3,普通类本科批,0284,10284,南京大学,江苏,公办,06,00700,理科试验班(匡亚明学院励行班)(计算机科学与技术、数学与应用数学、物理学、化学),,1,04,物理,A,化学,四年,6050,"(含35个理工科专业,专业任选)",1_3_0284_5_06
3,普通类本科批,0284,10284,南京大学,江苏,公办,07,0070,理科试验班类(数理科学类)(数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学),,4,04,物理,A,化学,四年,6050,,1_3_0284_5_07
3,普通类本科批,0284,10284,南京大学,江苏,公办,08,0807,电子信息类[电子信息科学与技术、通信工程、通信工程(低空工程实验班)、微电子科学与工程、集成电路设计与集成系统],,4,04,物理,A,化学,四年,6380,,1_3_0284_5_08
3,普通类本科批,0284,10284,南京大学,江苏,公办,09,00600,工科试验班(光电信息科学与工程、碳中和科学与工程、生物医学工程、工业工程类、材料类),(高校专项计划),2,04,物理,A,化学,四年,6380,"(特控线上100分(含)录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0284_5_09
3,普通类本科批,0284,10284,南京大学,江苏,公办,10,080902,软件工程(智能化软件),,3,04,物理,A,化学,四年,6380,,1_3_0284_5_10
3,普通类本科批,0284,10284,南京大学,江苏,公办,12,080901,计算机科学与技术,,2,04,物理,A,化学,四年,6050,,1_3_0284_5_12
3,普通类本科批,0284,10284,南京大学,江苏,公办,13,080717,人工智能,,3,04,物理,A,化学,四年,6380,,1_3_0284_5_13
3,普通类本科批,0284,10284,南京大学,江苏,公办,15,00700,理科试验班(匡亚明学院大理科班)(计算机科学与技术、数学与应用数学、物理学、化学),,2,04,物理,A,化学,四年,6050,"(含35个理工科专业,专业任选)",1_3_0284_5_15
3,普通类本科批,0284,10284,南京大学,江苏,公办,16,0070,理科试验班类(化学与生命科学类)(生物科学、生物技术、生态学、化学、应用化学),(高校专项计划),2,04,物理,A,化学,四年,6050,"(特控线上100分(含)录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0284_5_16
3,普通类本科批,0284,10284,南京大学,江苏,公办,17,0070,理科试验班类(地球科学与资源环境类)(大气科学、应用气象学、环境科学与工程类、地理科学类、地质学类),(高校专项计划),1,04,物理,A,化学,四年,6050,"(特控线上100分(含)录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0284_5_17
3,普通类本科批,0284,10284,南京大学,江苏,公办,20,100301,口腔医学,(高校专项计划),1,04,物理,A,化学,五年,6800,"(特控线上100分(含)录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0284_5_20
3,普通类本科批,0284,10284,南京大学,江苏,公办,50,100201,临床医学(卓越医师班),,2,04,物理,A,化学,五年,7480,,1_3_0284_5_50
3,普通类本科批,0284,10284,南京大学,江苏,公办,51,080901,计算机科学与技术(至诚班),,1,04,物理,A,化学,四年,6050,,1_3_0284_5_51
3,普通类本科批,0284,10284,南京大学,江苏,公办,53,080902,软件工程(至诚班),,1,04,物理,A,化学,四年,6380,,1_3_0284_5_53
3,普通类本科批,0284,10284,南京大学,江苏,公办,80,080901,计算机科学与技术(计算机金融实验班),,2,04,物理,A,化学,四年,6050,(含双学士学位),1_3_0284_5_80
3,普通类本科批,0284,10284,南京大学,江苏,公办,S1,00602,技术科学试验班[智能科学与技术、集成电路设计与集成系统、自动化(机器人方向)、数字经济],,6,04,物理,A,化学,四年,6380,,1_3_0284_5_S1
3,普通类本科批,0284,10284,南京大学,江苏,公办,S4,080710,集成电路设计与集成系统(至诚班),,1,04,物理,A,化学,四年,6380,,1_3_0284_5_S4
3,普通类本科批,0284,10284,南京大学,江苏,公办,S5,080907,智能科学与技术(至诚班),,1,04,物理,A,化学,四年,6380,,1_3_0284_5_S5
3,普通类本科批,0284,10284,南京大学,江苏,公办,S6,00600,工科试验班(未来技术学院)[智能科学与技术、集成电路设计与集成系统、自动化(机器人方向)、碳中和科学与工程、生物医学工程],,1,04,物理,A,化学,四年,6380,"(5个理工科专业,专业任选)",1_3_0284_5_S6
3,普通类本科批,0285,10285,苏州大学,江苏,公办,1F,0701,数学类[数学与应用数学、数学与应用数学(师范)],,2,04,物理,A,化学,四年,6050,,1_3_0285_5_1F
3,普通类本科批,0285,10285,苏州大学,江苏,公办,1J,070201,物理学,,2,04,物理,A,化学,四年,6050,,1_3_0285_5_1J
3,普通类本科批,0285,10285,苏州大学,江苏,公办,1Q,080501,能源与动力工程,,2,04,物理,A,化学,四年,5800,,1_3_0285_5_1Q
3,普通类本科批,0285,10285,苏州大学,江苏,公办,1X,080413,纳米材料与技术,,2,04,物理,A,化学,四年,6380,,1_3_0285_5_1X
3,普通类本科批,0285,10285,苏州大学,江苏,公办,1Y,080902,软件工程,,2,04,物理,A,化学,四年,6380,,1_3_0285_5_1Y
3,普通类本科批,0285,10285,苏州大学,江苏,公办,1Z,080901,计算机科学与技术,,3,04,物理,A,化学,四年,6380,,1_3_0285_5_1Z
3,普通类本科批,0285,10285,苏州大学,江苏,公办,20,080701,电子信息工程,,3,04,物理,A,化学,四年,6380,,1_3_0285_5_20
3,普通类本科批,0285,10285,苏州大学,江苏,公办,22,080703,通信工程,,2,04,物理,A,化学,四年,6380,,1_3_0285_5_22
